"Label" "CalYrBP" "LonDD" "LatDD" "Abies" "Abies_perc"
"KOPAI" 4000 23.066667 38.483333 0 0
"KOPAI" 4500 23.066667 38.483333 0 0
"KOPAI" 5000 23.066667 38.483333 0 0
"KOPAI" 5500 23.066667 38.483333 0 0
"KOPAI" 6000 23.066667 38.483333 0 0
"KOPAI" 6500 23.066667 38.483333 0 0
"KOPAI" 7500 23.066667 38.483333 0 0
"KOPAI" 8000 23.066667 38.483333 0 0
"KOPAI" 8500 23.066667 38.483333 0 0
"KOPAI" 9000 23.066667 38.483333 0 0
"KOPAI" 9500 23.066667 38.483333 0 0
"KOPAI" 10000 23.066667 38.483333 0 0
"KOPAI" 10500 23.066667 38.483333 0 0
"KOPAI" 11000 23.066667 38.483333 0 0
"KOPAI" 11500 23.066667 38.483333 0 0
"KOPAI" 12000 23.066667 38.483333 0 0
"KOPAI" 12500 23.066667 38.483333 0 0
"KOPAI" 13500 23.066667 38.483333 0 0
"KOPAI" 14000 23.066667 38.483333 0 0
"KOPAI" 15500 23.066667 38.483333 0 0
"KOPAI" 16000 23.066667 38.483333 0 0
"KOPAI" 17500 23.066667 38.483333 0 0
"KOPAI" 18500 23.066667 38.483333 0 0
"KOPAI" 19500 23.066667 38.483333 0 0
"KOPAI" 20000 23.066667 38.483333 0 0
"VILLA" 1500 -2.37 38.8 0 0
"VILLA" 2000 -2.37 38.8 0 0
"VILLA" 2500 -2.37 38.8 0 0
"VILLA" 3000 -2.37 38.8 0 0
"VILLA" 3500 -2.37 38.8 0 0
"VILLA" 4000 -2.37 38.8 0 0
"VILLA" 4500 -2.37 38.8 0 0
"VILLA" 5000 -2.37 38.8 0 0
"VILLA" 5500 -2.37 38.8 0 0
"VILLA" 6000 -2.37 38.8 0 0
"VILLA" 6500 -2.37 38.8 0 0
"VILLA" 7000 -2.37 38.8 0 0
"VILLA" 7500 -2.37 38.8 0 0
"VILLA" 8000 -2.37 38.8 0 0
"VILLA" 8500 -2.37 38.8 0 0
"VILLA" 9000 -2.37 38.8 0 0
"VILLA" 9500 -2.37 38.8 0 0
"VILLA" 10000 -2.37 38.8 0 0
"VOULK" 500 20.833333 38.866667 2 0.18348623853211
"VOULK" 1000 20.833333 38.866667 8 0.472255017709563
"VOULK" 1500 20.833333 38.866667 5 0.302755071147442
"VOULK" 2000 20.833333 38.866667 16 0.218766022902068
"VOULK" 2500 20.833333 38.866667 57 0.590811329066363
"VOULK" 3000 20.833333 38.866667 57 0.515732090750752
"VOULK" 3500 20.833333 38.866667 17 0.637719215980493
"VOULK" 4000 20.833333 38.866667 25 1.16211504938989
"VOULK" 4500 20.833333 38.866667 27 1.23372172721042
"VOULK" 5000 20.833333 38.866667 20 0.892259647557439
"VOULK" 5500 20.833333 38.866667 57 2.08562019758507
"VOULK" 6000 20.833333 38.866667 56 1.89221152221659
"VOULK" 6500 20.833333 38.866667 39 1.47280966767372
"VOULK" 7000 20.833333 38.866667 33 1.56083717630365
"VOULK" 7500 20.833333 38.866667 41 1.83630052625686
"VOULK" 8000 20.833333 38.866667 46 2.55697609783213
"VOULK" 8500 20.833333 38.866667 23 1.36864028562928
"VOULK" 9000 20.833333 38.866667 51 2.11092715231788
"VOULK" 9500 20.833333 38.866667 25 0.949667616334283
"VOULK" 10000 20.833333 38.866667 31 0.876572882793723
"VOULK" 10500 20.833333 38.866667 0 0
"VOULK" 11000 20.833333 38.866667 0 0
"VOULK" 11500 20.833333 38.866667 0 0
"NAVAR" 3500 -0.683333 39.1 0 0
"NAVAR" 4000 -0.683333 39.1 0 0
"NAVAR" 4500 -0.683333 39.1 0 0
"NAVAR" 5000 -0.683333 39.1 0 0
"NAVAR" 5500 -0.683333 39.1 0 0
"NAVAR" 6000 -0.683333 39.1 0 0
"NAVAR" 6500 -0.683333 39.1 0 0
"NAVAR" 7000 -0.683333 39.1 0 0
"NAVAR" 7500 -0.683333 39.1 0 0
"NAVAR" 8000 -0.683333 39.1 0 0
"NAVAR" 8500 -0.683333 39.1 0 0
"NAVAR" 9000 -0.683333 39.1 0 0
"NAVAR" 9500 -0.683333 39.1 0 0
"NAVAR" 10000 -0.683333 39.1 0 0
"NAVAR" 10500 -0.683333 39.1 0 0
"NAVAR" 11000 -0.683333 39.1 0 0
"NAVAR" 11500 -0.683333 39.1 0 0
"NAVAR" 12000 -0.683333 39.1 0 0
"NAVAR" 12500 -0.683333 39.1 0 0
"NAVAR" 13000 -0.683333 39.1 0 0
"NAVAR" 13500 -0.683333 39.1 0 0
"TRIFO" 500 16.022222 39.548889 6 0.145120328939412
"TRIFO" 1000 16.022222 39.548889 5 0.655307994757536
"TRIFO" 1500 16.022222 39.548889 7 0.699126092384519
"TRIFO" 2000 16.022222 39.548889 51 3.94355306398608
"TRIFO" 2500 16.022222 39.548889 168 14.3866409762364
"TRIFO" 3000 16.022222 39.548889 112 12.7308894572322
"TRIFO" 3500 16.022222 39.548889 287 22.6743037724669
"TRIFO" 4000 16.022222 39.548889 324 9.04775202457414
"TRIFO" 4500 16.022222 39.548889 623 21.2067058122713
"TRIFO" 5000 16.022222 39.548889 198 14.1403320835565
"TRIFO" 5500 16.022222 39.548889 173 7.81567653038175
"TRIFO" 6000 16.022222 39.548889 293 13.5038598916926
"TRIFO" 6500 16.022222 39.548889 334 18.0467378089964
"TRIFO" 7000 16.022222 39.548889 300 18.2426269382791
"TRIFO" 7500 16.022222 39.548889 257.5 19.3635196231349
"TRIFO" 8000 16.022222 39.548889 385.5 15.2391878975342
"TRIFO" 8500 16.022222 39.548889 670 19.2255937856096
"TRIFO" 9000 16.022222 39.548889 590 14.8678716360478
"TRIFO" 9500 16.022222 39.548889 1186 17.9349361764513
"TRIFO" 10000 16.022222 39.548889 598.5 14.9339010748803
"TRIFO" 10500 16.022222 39.548889 747.5 15.9596732111278
"TRIFO" 11000 16.022222 39.548889 439 9.49902261323335
"TRIFO" 11500 16.022222 39.548889 206 4.20361481991733
"TRIFO" 12000 16.022222 39.548889 256 5.92901395402698
"TRIFO" 12500 16.022222 39.548889 225 7.09555345316935
"TRIFO" 13000 16.022222 39.548889 533 10.6164724629021
"TRIFO" 13500 16.022222 39.548889 576 17.179926925658
"TRIFO" 14000 16.022222 39.548889 414 13.6723910171731
"TRIFO" 14500 16.022222 39.548889 387 11.8023787740165
"TRIFO" 15000 16.022222 39.548889 73 5.07914419899113
"IOANN" 1000 20.85 39.75 1 0.31496062992126
"IOANN" 1500 20.85 39.75 0 0
"IOANN" 2000 20.85 39.75 2 0.434782608695652
"IOANN" 2500 20.85 39.75 9 1.4002333722287
"IOANN" 3500 20.85 39.75 0 0
"IOANN" 4000 20.85 39.75 1 0.676818950930626
"IOANN" 4500 20.85 39.75 0 0
"IOANN" 5500 20.85 39.75 2 1.01137800252845
"IOANN" 6000 20.85 39.75 6 2.20791168353266
"IOANN" 6500 20.85 39.75 18 3.68474923234391
"IOANN" 7000 20.85 39.75 27 3.95894428152493
"IOANN" 7500 20.85 39.75 16 2.61331155573704
"IOANN" 8000 20.85 39.75 15 2.10674157303371
"IOANN" 8500 20.85 39.75 16 3.56744704570792
"IOANN" 9000 20.85 39.75 28 4.10858400586941
"IOANN" 9500 20.85 39.75 18 2.87539936102236
"IOANN" 10000 20.85 39.75 20 2.42792109256449
"IOANN" 10500 20.85 39.75 21 2.24959828602035
"IOANN" 11000 20.85 39.75 38 2.15878426359892
"IOANN" 11500 20.85 39.75 20 2.40891297801867
"IOANN" 12000 20.85 39.75 3 0.746268656716418
"IOANN" 12500 20.85 39.75 2 0.333333333333333
"IOANN" 13000 20.85 39.75 14 2.2143139580862
"IOANN" 13500 20.85 39.75 5 2.67022696929239
"IOANN" 14000 20.85 39.75 7 1.42566191446029
"IOANN" 14500 20.85 39.75 1 0.527704485488127
"IOANN" 15000 20.85 39.75 0 0
"IOANN" 15500 20.85 39.75 3 0.947119179163378
"IOANN" 16000 20.85 39.75 5 1.33244503664224
"IOANN" 16500 20.85 39.75 4 0.945626477541371
"IOANN" 17000 20.85 39.75 8 1.47397512666974
"IOANN" 18000 20.85 39.75 5 3.03490136570561
"IOANN" 18500 20.85 39.75 2 1.14122681883024
"IOANN" 19000 20.85 39.75 7 1.35069946936807
"IOANN" 19500 20.85 39.75 7 2.08799403430276
"IOANN" 20000 20.85 39.75 17 3.55648535564854
"NISI" 1000 21.915 40.1 0.5 0.114613180515759
"NISI" 1500 21.915 40.1 0 0
"NISI" 2000 21.915 40.1 1.5 0.889547813194959
"NISI" 2500 21.915 40.1 2 0.522193211488251
"NISI" 3000 21.915 40.1 0 0
"NISI" 3500 21.915 40.1 11.5 3.34302325581395
"NISI" 4000 21.915 40.1 5.5 3.99274047186933
"NISI" 4500 21.915 40.1 20.5 5.83007465339495
"NISI" 5000 21.915 40.1 5 3.67985280588776
"NISI" 5500 21.915 40.1 32 4.12770074169623
"NISI" 6000 21.915 40.1 53.5 4.74869632752691
"NISI" 6500 21.915 40.1 35 3.64061890521389
"NISI" 7000 21.915 40.1 45.5 5.08025122121424
"NISI" 7500 21.915 40.1 32.5 4.08933626926706
"NISI" 8000 21.915 40.1 19 3.13466694163745
"NISI" 8500 21.915 40.1 19.5 2.37768632830361
"NISI" 9000 21.915 40.1 19.5 2.43864311395967
"NISI" 9500 21.915 40.1 11.5 1.76177709689774
"NISI" 10000 21.915 40.1 9.5 3.90774583247542
"NISI" 10500 21.915 40.1 10 3.66300366300367
"NISI" 11000 21.915 40.1 6 1.71551107934239
"NISI" 11500 21.915 40.1 10 3.77714825306893
"NISI" 12000 21.915 40.1 0 0
"NISI" 12500 21.915 40.1 0 0
"NISI" 13000 21.915 40.1 0 0
"NISI" 13500 21.915 40.1 0 0
"NISI" 14000 21.915 40.1 0 0
"TPHIL" 2000 24.3333 40.1667 6.356611 3.36047420648249
"TPHIL" 2500 24.3333 40.1667 6.71456 3.98609859537875
"TPHIL" 3000 24.3333 40.1667 4.73864 2.84439149625817
"TPHIL" 3500 24.3333 40.1667 8.70372 5.05855541128322
"TPHIL" 4000 24.3333 40.1667 1.795517 1.09749239945846
"TPHIL" 4500 24.3333 40.1667 7.22194 3.90091221287749
"TPHIL" 5000 24.3333 40.1667 4.26132 2.1690557178721
"TPHIL" 5500 24.3333 40.1667 10.05615 5.75008418496109
"TPHIL" 6000 24.3333 40.1667 14.46924 7.92272596027677
"TPHIL" 6500 24.3333 40.1667 5.88636 3.28759014356506
"TPHIL" 7000 24.3333 40.1667 2.003777 1.27562207898448
"TPHIL" 7500 24.3333 40.1667 1.13609 0.597865288744493
"TPHIL" 8000 24.3333 40.1667 0 0
"TPHIL" 8500 24.3333 40.1667 0 0
"TPHIL" 9000 24.3333 40.1667 0 0
"TPHIL" 9500 24.3333 40.1667 0 0
"TPHIL" 10000 24.3333 40.1667 0 0
"TPHIL" 10500 24.3333 40.1667 0 0
"TPHIL" 11000 24.3333 40.1667 0 0
"TPHIL" 11500 24.3333 40.1667 0 0
"TPHIL" 12000 24.3333 40.1667 0 0
"TPHIL" 12500 24.3333 40.1667 0 0
"TPHIL" 13000 24.3333 40.1667 0 0
"TPHIL" 13500 24.3333 40.1667 0 0
"TPHIL" 14000 24.3333 40.1667 0 0
"TPHIL" 14500 24.3333 40.1667 0 0
"TPHIL" 15500 24.3333 40.1667 0 0
"TPHIL" 16000 24.3333 40.1667 0 0
"TPHIL" 16500 24.3333 40.1667 0 0
"TPHIL" 17000 24.3333 40.1667 0 0
"TPHIL" 17500 24.3333 40.1667 0 0
"TPHIL" 18000 24.3333 40.1667 0 0
"TPHIL" 18500 24.3333 40.1667 0 0
"TPHIL" 19000 24.3333 40.1667 0 0
"TPHIL" 19500 24.3333 40.1667 0 0
"TPHIL" 20000 24.3333 40.1667 0 0
"CANDI" 500 -7.5725 40.33833333 0 0
"CANDI" 1000 -7.5725 40.33833333 0 0
"CANDI" 1500 -7.5725 40.33833333 0 0
"CANDI" 2000 -7.5725 40.33833333 0 0
"CANDI" 2500 -7.5725 40.33833333 0 0
"CANDI" 3000 -7.5725 40.33833333 0 0
"CANDI" 3500 -7.5725 40.33833333 0 0
"CANDI" 4000 -7.5725 40.33833333 0 0
"CANDI" 4500 -7.5725 40.33833333 0 0
"CANDI" 5000 -7.5725 40.33833333 0 0
"CANDI" 5500 -7.5725 40.33833333 0 0
"CANDI" 6000 -7.5725 40.33833333 0 0
"CANDI" 6500 -7.5725 40.33833333 0 0
"CANDI" 7000 -7.5725 40.33833333 0 0
"CANDI" 7500 -7.5725 40.33833333 0 0
"CANDI" 8000 -7.5725 40.33833333 0 0
"CANDI" 8500 -7.5725 40.33833333 0 0
"CANDI" 9000 -7.5725 40.33833333 0 0
"CANDI" 9500 -7.5725 40.33833333 0 0
"CANDI" 10000 -7.5725 40.33833333 0 0
"CANDI" 10500 -7.5725 40.33833333 0 0
"CANDI" 11000 -7.5725 40.33833333 0 0
"CANDI" 11500 -7.5725 40.33833333 0 0
"CANDI" 12000 -7.5725 40.33833333 0 0
"CANDI" 12500 -7.5725 40.33833333 0 0
"CANDI" 13000 -7.5725 40.33833333 0 0
"CANDI" 13500 -7.5725 40.33833333 0 0
"CANDI" 14000 -7.5725 40.33833333 0 0
"CANDI" 14500 -7.5725 40.33833333 0 0
"CANDI" 15000 -7.5725 40.33833333 0 0
"SCURC" 500 9.7876 40.4552222 0 0
"SCURC" 1000 9.7876 40.4552222 0 0
"SCURC" 1500 9.7876 40.4552222 0 0
"SCURC" 2000 9.7876 40.4552222 0 0
"SCURC" 2500 9.7876 40.4552222 0 0
