"CalYrBP" "model" "run" "Spear_cor" "MDAE" "rel_err" "mare"
"32" 500 "./RelAb_VarSel_STRK" 32 0.310731373889269 1.42437890039272 0.380845942210761 0.75249848885722
"33" 500 "./RelAb_VarSel_STRK" 33 0.275844155844156 1.43572869438898 0.844371219888385 0.909637331760451
"34" 500 "./RelAb_VarSel_STRK" 34 0.246835269993165 1.55437862869832 1.00439113499303 1.00439113499303
"35" 500 "./RelAb_VarSel_STRK" 35 0.221572112098428 1.67837229574035 0.893209316492866 0.91363463689306
"36" 500 "./RelAb_VarSel_STRK" 36 0.256158578263841 1.52579242674288 0.788786392053635 0.878668200982972
"37" 500 "./RelAb_VarSel_STRK" 37 0.214518113465482 1.64020010922745 0.588158774611134 0.824390431421847
"38" 500 "./RelAb_VarSel_STRK" 38 0.20385739333723 1.85460146062719 0.787949127998117 0.890635895077858
"39" 500 "./RelAb_VarSel_STRK" 39 0.198961038961039 1.6277073597018 0.818821141354933 0.912840929212531
"40" 500 "./RelAb_VarSel_STRK" 40 0.1892002734108 1.60306766296119 0.684230743055853 0.876762134945785
"41" 500 "./RelAb_VarSel_STRK" 41 0.281962176726852 1.81444019922995 1.07053252333619 1.07053252333619
"42" 500 "./RelAb_VarSel_STRK" 42 0.269008885850991 1.54776383799794 0.915999102076231 0.977157039300821
"43" 500 "./RelAb_VarSel_STRK" 43 0.177060833902939 1.73168471407906 0.774219635276684 0.878129584731101
"44" 500 "./RelAb_VarSel_STRK" 44 0.270049692758822 1.57996094975254 0.724739913717076 0.835509190889314
"45" 500 "./RelAb_VarSel_STRK" 45 0.247247076199051 1.75992893673522 0.684710959033782 0.815270594345892
"46" 500 "./RelAb_VarSel_STRK" 46 0.238796992481203 1.50252493755971 0.698358353921603 0.824030183525401
"47" 500 "./RelAb_VarSel_STRK" 47 0.260314422419686 1.79454068843094 0.903517838345922 0.985594113439275
"48" 500 "./RelAb_VarSel_STRK" 48 0.248180050013893 1.50323626826418 0.67031425217222 0.886228676542019
"49" 500 "./RelAb_VarSel_STRK" 49 0.209160691465525 1.67245304989038 0.899550911999169 0.924827387500687
"50" 500 "./RelAb_VarSel_STRK" 50 0.188926862611073 1.56483343599384 1.21168546786586 1.21168546786586
"51" 500 "./RelAb_VarSel_STRK" 51 0.204647983595352 1.62858981378352 0.631258556586645 0.852226984370278
"52" 500 "./RelAb_VarSel_STRK" 52 0.299365415124273 1.54279614781653 1.42720696767934 1.42720696767934
"53" 500 "./RelAb_VarSel_STRK" 53 0.225700687466949 1.52639666780469 0.935107367506002 0.935107367506002
"54" 500 "./RelAb_VarSel_STRK" 54 0.267741039177549 1.49147973579684 0.419173522918035 0.76948230947446
"55" 500 "./RelAb_VarSel_STRK" 55 0.14806980433633 1.71497035092655 0.535614900351689 0.836464201944688
"56" 500 "./RelAb_VarSel_STRK" 56 0.221134654818865 1.61186108915882 0.77649562353744 0.877089096248338
"57" 500 "./RelAb_VarSel_STRK" 57 0.257580787342738 1.59642702807731 0.698123887148417 0.81628774431386
"58" 500 "./RelAb_VarSel_STRK" 58 0.217306903622693 1.76316458086291 1.03974985441212 1.03974985441212
"59" 500 "./RelAb_VarSel_STRK" 59 0.233000683526999 1.59673373282286 0.948865333321035 0.951914432992444
"60" 500 "./RelAb_VarSel_STRK" 60 0.218373205741627 1.80591391704794 0.832368598510502 0.851448723481979
"61" 500 "./RelAb_VarSel_STRK" 61 0.264004425485891 1.68823649370767 0.653013080660078 0.851072711721631
"62" 500 "./RelAb_VarSel_STRK" 62 0.124701305918311 1.75512383685822 0.703566397528899 0.928313605781853
"63" 500 "./RelAb_VarSel_STRK" 63 0.276992481203008 1.66292445870052 0.918052091085078 0.95423412087293
"64" 500 "./RelAb_VarSel_STRK" 64 0.238528138528139 1.63900666151528 0.577386342151671 0.793182273333932
"65" 500 "./RelAb_VarSel_STRK" 65 0.231963308025296 1.66292427386828 0.929859853979573 0.929859853979573
"66" 500 "./RelAb_VarSel_STRK" 66 0.189967122131042 1.75957462216484 0.951873648664348 0.957119895374276
"67" 500 "./RelAb_VarSel_STRK" 67 0.158036236119229 1.63950669178844 0.541887991601548 0.832168873312814
"68" 500 "./RelAb_VarSel_STRK" 68 0.306167506278555 1.6620403704021 0.740172822951295 0.858142218536969
"69" 500 "./RelAb_VarSel_STRK" 69 0.263704716336295 1.65531800417785 0.693885259629058 0.819866750234356
"70" 500 "./RelAb_VarSel_STRK" 70 0.181380724538619 1.76863456327442 0.936192295925097 1.04958456657099
"71" 500 "./RelAb_VarSel_STRK" 71 0.301054689376065 1.5479979085289 0.672118395906235 0.859450171215521
"72" 500 "./RelAb_VarSel_STRK" 72 0.257101110461718 1.54016071557024 1.02629902674125 1.02629902674125
"73" 500 "./RelAb_VarSel_STRK" 73 0.30282980177717 1.47071088261549 0.694651506389488 0.793352241923376
"74" 500 "./RelAb_VarSel_STRK" 74 0.291922706245413 1.5648080144997 0.724895562819005 0.830990354654966
"75" 500 "./RelAb_VarSel_STRK" 75 0.202679425837321 1.50933595185242 0.487251931432575 0.831413084481281
"76" 500 "./RelAb_VarSel_STRK" 76 0.287274690879513 1.45689784205206 0.604486935615179 0.811460207289406
"77" 500 "./RelAb_VarSel_STRK" 77 0.284456596035543 1.66457692138895 0.758494928758573 0.846180517041063
"78" 500 "./RelAb_VarSel_STRK" 78 0.150184552289815 1.55229343428032 0.695480634223507 0.855373334595356
"79" 500 "./RelAb_VarSel_STRK" 79 0.223868762816131 1.88017761533291 0.969536918495744 0.969536918495744
"80" 500 "./RelAb_VarSel_STRK" 80 0.239917976760082 1.70925820090312 0.85116823439704 0.919191324912042
"81" 500 "./RelAb_VarSel_STRK" 81 0.282816131237184 1.61930344053051 0.730863656457699 0.866532340654554
"82" 500 "./RelAb_VarSel_STRK" 82 0.216640225630178 1.50637860812519 0.580847468957881 0.832137927810875
"83" 500 "./RelAb_VarSel_STRK" 83 0.171839862204029 1.7608817533254 0.751662352172788 0.91281353656237
"84" 500 "./RelAb_VarSel_STRK" 84 0.232727272727273 1.58948815863113 0.809068367368055 0.904672104123224
"85" 500 "./RelAb_VarSel_STRK" 85 0.123827751196172 1.68580196615513 0.90846860128759 0.917160039797474
"86" 500 "./RelAb_VarSel_STRK" 86 0.201449077238551 1.75454627766113 0.694227182337894 0.882024658973661
"87" 500 "./RelAb_VarSel_STRK" 87 0.224634313055366 1.76668211155453 0.783348273231474 0.844827162366024
"88" 500 "./RelAb_VarSel_STRK" 88 0.113711551606288 1.86703945578441 0.818749692197263 0.86580236961033
"89" 500 "./RelAb_VarSel_STRK" 89 0.154422419685578 1.77462415309858 0.692300964157949 0.86119178673996
"90" 500 "./RelAb_VarSel_STRK" 90 0.163335611756664 1.86132768324548 0.918609095874554 0.942759598942494
"91" 500 "./RelAb_VarSel_STRK" 91 0.220194828251929 1.57099103159535 0.719655582272306 0.882112039224899
"92" 500 "./RelAb_VarSel_STRK" 92 0.2111004784689 1.72482064009531 0.787862777716694 0.864697293506452
"93" 500 "./RelAb_VarSel_STRK" 93 0.144317866073909 1.7721200237357 1.0304955742517 1.0304955742517
"94" 500 "./RelAb_VarSel_STRK" 94 0.213726683030851 1.54099864928586 0.882265140447104 0.919722822711546
"95" 500 "./RelAb_VarSel_STRK" 95 0.252483927527762 1.90226631729244 0.577610960934897 0.829532919800177
"96" 500 "./RelAb_VarSel_STRK" 96 0.21470950102529 1.67694577994285 0.756065212536797 0.919893893811317
"97" 500 "./RelAb_VarSel_STRK" 97 0.255584415584416 1.70029224471237 0.813024783035492 0.895712914965913
"98" 500 "./RelAb_VarSel_STRK" 98 0.198550922761449 1.66044551734635 0.770172362917211 0.830757952111594
"99" 500 "./RelAb_VarSel_STRK" 99 0.192332099418297 1.82282660975667 1.12151992094043 1.12151992094043
"100" 500 "./RelAb_VarSel_STRK" 100 0.183021189336979 1.72938646057007 0.502118013937297 0.823706171561778
"101" 1000 "./RelAb_VarSel_STRK" 1 0.430863721139623 2.60026575129692 0.559456811111864 0.843355512365704
"102" 1000 "./RelAb_VarSel_STRK" 2 0.384047761614596 2.42735665368821 0.295874222832964 0.781249551946665
"103" 1000 "./RelAb_VarSel_STRK" 3 0.418618881118881 2.37894343502363 0.185743103272053 0.727410242061343
"104" 1000 "./RelAb_VarSel_STRK" 4 0.385467161547718 2.42821389212338 0.706096750723899 0.813355181039286
"105" 1000 "./RelAb_VarSel_STRK" 5 0.481925411306638 2.09999093257977 0.501102486320816 0.750476480894315
"106" 1000 "./RelAb_VarSel_STRK" 6 0.396328671328671 2.50955517129446 -0.0813374231649849 0.764024525031706
"107" 1000 "./RelAb_VarSel_STRK" 7 0.382420407969294 2.36283618283725 0.383467279670817 0.75794603916451
"108" 1000 "./RelAb_VarSel_STRK" 8 0.459047141031276 2.35397131424214 0.338840701502545 0.727771045595479
"109" 1000 "./RelAb_VarSel_STRK" 9 0.382832587791906 2.37363161073573 0.409348814261841 0.782325578266279
"110" 1000 "./RelAb_VarSel_STRK" 10 0.421958348556814 2.39621285101096 0.0713755849002616 0.739382068744024
"111" 1000 "./RelAb_VarSel_STRK" 11 0.376150787888838 2.4535397719178 0.283053121107122 0.788591269331251
"112" 1000 "./RelAb_VarSel_STRK" 12 0.399344859928054 2.53749630501288 0.309435699037314 0.788060813144221
"113" 1000 "./RelAb_VarSel_STRK" 13 0.345144588073685 2.37299640337655 0.432561365721492 0.753708448969917
"114" 1000 "./RelAb_VarSel_STRK" 14 0.401077806347082 2.36722073971092 0.32353491521877 0.774277550525759
"115" 1000 "./RelAb_VarSel_STRK" 15 0.354865978655208 2.4963258290269 0.400056184710617 0.783486302676293
"116" 1000 "./RelAb_VarSel_STRK" 16 0.37181350322918 2.47661353648336 0.366177643739456 0.82202730412486
"117" 1000 "./RelAb_VarSel_STRK" 17 0.428833080905921 2.17014792936179 0.320533129924574 0.758642722824894
"118" 1000 "./RelAb_VarSel_STRK" 18 0.303902258422806 2.41527069764584 0.485531609953612 0.80580292686146
"119" 1000 "./RelAb_VarSel_STRK" 19 0.260874925152337 2.69661756089068 0.354636259840855 0.855536673158546
"120" 1000 "./RelAb_VarSel_STRK" 20 0.353997155049787 2.54736671117409 0.22177345583049 0.77419191625913
"121" 1000 "./RelAb_VarSel_STRK" 21 0.438933601609658 2.32746864819678 0.510561285502734 0.775279762286684
"122" 1000 "./RelAb_VarSel_STRK" 22 0.381024531024531 2.67214509224493 -0.200053914785512 0.727659324847651
"123" 1000 "./RelAb_VarSel_STRK" 23 0.438107314414246 2.41721068123366 0.496119311596907 0.767334130129853
"124" 1000 "./RelAb_VarSel_STRK" 24 0.313970781208993 2.22991032630938 0.508805185956269 0.776966693553415
"125" 1000 "./RelAb_VarSel_STRK" 25 0.315145271150915 2.33972888271338 0.314631762818245 0.800544762913841
"126" 1000 "./RelAb_VarSel_STRK" 26 0.397831812802993 2.45553305064717 0.104255475423963 0.80394657255819
"127" 1000 "./RelAb_VarSel_STRK" 27 0.433722102616399 2.29237404121281 0.358274889342516 0.761239749040842
"128" 1000 "./RelAb_VarSel_STRK" 28 0.375448958416474 2.52434509167895 -0.0464058511776943 0.764713131159642
"129" 1000 "./RelAb_VarSel_STRK" 29 0.414233383818816 2.44250887456277 0.309538101058851 0.763622343088898
"130" 1000 "./RelAb_VarSel_STRK" 30 0.396146666197034 2.23832964268766 0.296777966309177 0.773925008123508
"131" 1000 "./RelAb_VarSel_STRK" 31 0.2626950259568 2.39880496148579 0.38995925210535 0.727471521784378
"132" 1000 "./RelAb_VarSel_STRK" 32 0.506774475524476 2.57548903128289 -0.0183811921582933 0.749809290376165
"133" 1000 "./RelAb_VarSel_STRK" 33 0.396252333485964 2.3801201434598 0.283037889211863 0.758970905111896
"134" 1000 "./RelAb_VarSel_STRK" 34 0.421260258532634 2.50306228910792 0.359282271459347 0.742381327621652
"135" 1000 "./RelAb_VarSel_STRK" 35 0.375629600929872 2.45560866085656 0.403340368274078 0.766153319708893
"136" 1000 "./RelAb_VarSel_STRK" 36 0.409443133387341 2.39301026394952 0.332680262102468 0.788677457818128
"137" 1000 "./RelAb_VarSel_STRK" 37 0.41175020252897 2.47386248091338 0.3574410511249 0.797337733145035
"138" 1000 "./RelAb_VarSel_STRK" 38 0.232420783781627 2.75402648640612 0.382398154114754 0.951645194945299
"139" 1000 "./RelAb_VarSel_STRK" 39 0.443538445281956 2.33451709205176 0.382133165335058 0.768592069559625
"140" 1000 "./RelAb_VarSel_STRK" 40 0.371350075728224 2.23932144720756 0.381611963425724 0.754200303859676
"141" 1000 "./RelAb_VarSel_STRK" 41 0.452079141515761 1.95131577674373 0.383927007360769 0.764719141593397
"142" 1000 "./RelAb_VarSel_STRK" 42 0.465658131097883 2.4927670111884 0.458920833594739 0.768702215612814
"143" 1000 "./RelAb_VarSel_STRK" 43 0.355429537529499 2.26469201169703 0.487888925597257 0.772937415852497
"144" 1000 "./RelAb_VarSel_STRK" 44 0.427751874506077 2.21928997838955 0.284135373472226 0.772858187755706
"145" 1000 "./RelAb_VarSel_STRK" 45 0.398024013000992 2.48643207134588 0.400437715328968 0.736298964068366
"146" 1000 "./RelAb_VarSel_STRK" 46 0.425152337008207 2.37150921977237 0.294248016020512 0.77644089621526
"147" 1000 "./RelAb_VarSel_STRK" 47 0.392888591455039 2.36852328393274 0.409881374804884 0.817591284520337
"148" 1000 "./RelAb_VarSel_STRK" 48 0.475297310240243 2.24248233303295 0.332414031949019 0.788742713062986
"149" 1000 "./RelAb_VarSel_STRK" 49 0.389130310358771 2.50767988085475 0.501162846040509 0.775137768713607
"150" 1000 "./RelAb_VarSel_STRK" 50 0.427767579216218 2.2498176850859 0.490858994981238 0.761625803973935
"151" 1000 "./RelAb_VarSel_STRK" 51 0.406502060512134 2.26208084018185 0.282303518758795 0.752168356701547
"152" 1000 "./RelAb_VarSel_STRK" 52 0.397619047619048 2.40433228006498 0.99601043042832 0.99601043042832
"153" 1000 "./RelAb_VarSel_STRK" 53 0.395853381156504 2.54599245094107 0.462873650639676 0.788356426515947
"154" 1000 "./RelAb_VarSel_STRK" 54 0.430032882718305 2.10848698523029 0.0932683960515099 0.678152811102947
"155" 1000 "./RelAb_VarSel_STRK" 55 0.362435482459977 2.44112137023603 0.146306181853607 0.807547432009127
"156" 1000 "./RelAb_VarSel_STRK" 56 0.393434539114508 2.50289402184796 0.392016799978367 0.772345155715413
"157" 1000 "./RelAb_VarSel_STRK" 57 0.31267981519978 2.26748556599864 0.456231940001349 0.765507072780416
"158" 1000 "./RelAb_VarSel_STRK" 58 0.398823570849917 2.34085262253907 0.339336008039662 0.748936563587578
"159" 1000 "./RelAb_VarSel_STRK" 59 0.403842767074073 2.32958725923992 0.313758701450396 0.767338159489383
"160" 1000 "./RelAb_VarSel_STRK" 60 0.404371103518721 2.41089248773371 0.322289472398488 0.75150261097313
"161" 1000 "./RelAb_VarSel_STRK" 61 0.408139460461678 2.37828031725546 0.198575058951461 0.773404839473669
"162" 1000 "./RelAb_VarSel_STRK" 62 0.279101205699671 2.32389497614136 0.328817800356912 0.798523734283607
"163" 1000 "./RelAb_VarSel_STRK" 63 0.439276531295129 2.48459070410803 0.338488590596183 0.752906970951864
"164" 1000 "./RelAb_VarSel_STRK" 64 0.496336996336996 2.47203118818465 -0.0467935331504257 0.721005425196492
"165" 1000 "./RelAb_VarSel_STRK" 65 0.334817084717964 2.36874687780125 0.35508485096916 0.76951081161726
"166" 1000 "./RelAb_VarSel_STRK" 66 0.380624056148489 2.26978745665269 0.174576253298055 0.785233848536132
"167" 1000 "./RelAb_VarSel_STRK" 67 0.33164202606946 2.43189220352886 0.0200315162096739 0.780022235176113
"168" 1000 "./RelAb_VarSel_STRK" 68 0.408027227061944 2.39648231364195 0.379597057369512 0.752579423098089
"169" 1000 "./RelAb_VarSel_STRK" 69 0.428251910816808 2.33209165761803 0.675359476238925 0.790754767942685
"170" 1000 "./RelAb_VarSel_STRK" 70 0.345620090873868 2.70619143525686 0.244464556991327 0.762958532190268
"171" 1000 "./RelAb_VarSel_STRK" 71 0.445627336252321 2.37664956470361 0.313790592080125 0.748092721596935
"172" 1000 "./RelAb_VarSel_STRK" 72 0.455343602841408 2.45179351779692 0.630484498536507 0.75964521926206
"173" 1000 "./RelAb_VarSel_STRK" 73 0.435701454686344 2.44718200602239 0.335340316577028 0.762194872507155
"174" 1000 "./RelAb_VarSel_STRK" 74 0.431485468486573 2.34859290132853 0.365618142503303 0.753675853682372
"175" 1000 "./RelAb_VarSel_STRK" 75 0.39466732415202 2.29593269908038 0.257452633009634 0.792691550655708
"176" 1000 "./RelAb_VarSel_STRK" 76 0.459117586200719 2.3519676660273 0.372788947696831 0.7429408766367
"177" 1000 "./RelAb_VarSel_STRK" 77 0.465693353527526 2.12132293252901 0.278971909930541 0.724927781711573
"178" 1000 "./RelAb_VarSel_STRK" 78 0.315469691099292 2.41526338220462 0.345968864427953 0.762173079035649
"179" 1000 "./RelAb_VarSel_STRK" 79 0.357807051530415 2.66796819418448 0.425171248333216 0.824043789488753
"180" 1000 "./RelAb_VarSel_STRK" 80 0.37439681589236 2.33564895755466 0.278185368718148 0.737275038054982
"181" 1000 "./RelAb_VarSel_STRK" 81 0.458842590961925 2.15995914529933 0.427098059579974 0.815760201791969
"182" 1000 "./RelAb_VarSel_STRK" 82 0.369853906044965 2.42946340870801 0.0474196616411554 0.71173015132475
"183" 1000 "./RelAb_VarSel_STRK" 83 0.347532437802485 2.50612884090878 0.414476332945779 0.795940788889535
"184" 1000 "./RelAb_VarSel_STRK" 84 0.418741854813145 2.35480804474245 0.404992043066775 0.77490234901252
"185" 1000 "./RelAb_VarSel_STRK" 85 0.350357507660878 2.3468502775263 0.24159998857522 0.811715339763228
"186" 1000 "./RelAb_VarSel_STRK" 86 0.365890599133528 2.51685788956123 0.271865091033563 0.761209140316165
"187" 1000 "./RelAb_VarSel_STRK" 87 0.368180057060336 2.37851030147182 0.329647634397419 0.746263811127356
"188" 1000 "./RelAb_VarSel_STRK" 88 0.328871825578528 2.46637131657713 0.40746341988528 0.790626623272376
"189" 1000 "./RelAb_VarSel_STRK" 89 0.382321862562079 2.56711138035464 0.290050078225969 0.72942144049324
"190" 1000 "./RelAb_VarSel_STRK" 90 0.363935754288331 2.54489910500319 0.34625002919846 0.788967005798879
"191" 1000 "./RelAb_VarSel_STRK" 91 0.402855418223956 2.20043107862325 0.301540350363828 0.715418925748805
"192" 1000 "./RelAb_VarSel_STRK" 92 0.405621499771054 2.44906959133706 0.328938128299087 0.784555218643479
"193" 1000 "./RelAb_VarSel_STRK" 93 0.250144344326831 2.37302818840512 0.430392208254018 0.803720371547185
"194" 1000 "./RelAb_VarSel_STRK" 94 0.362273089508502 2.4978230934596 0.481465416622444 0.772862779821058
"195" 1000 "./RelAb_VarSel_STRK" 95 0.469430920264985 2.35448458962031 0.365787928255565 0.739539729020837
"196" 1000 "./RelAb_VarSel_STRK" 96 0.3955478848931 2.53395864860568 0.373923564857669 0.755763120112112
"197" 1000 "./RelAb_VarSel_STRK" 97 0.451621992885069 2.26244044019126 0.42060638345923 0.741461750386064
"198" 1000 "./RelAb_VarSel_STRK" 98 0.423743439822479 2.48525044332282 0.365031790518225 0.750404942982358
"199" 1000 "./RelAb_VarSel_STRK" 99 0.372531995626728 2.78165931380394 0.553625128038456 0.774594162210431
"200" 1000 "./RelAb_VarSel_STRK" 100 0.438871473354232 2.32451118509334 0.296882207936356 0.770600035651395
"201" 1500 "./RelAb_VarSel_STRK" 1 0.517009306482991 2.44502773492039 0.553213577586925 0.848824636901877
"202" 1500 "./RelAb_VarSel_STRK" 2 0.423331226977791 2.94343739485186 0.363729238504039 0.867678782202508
"203" 1500 "./RelAb_VarSel_STRK" 3 0.531172760003956 2.41083787395016 0.40827404040522 0.810949574952832
"204" 1500 "./RelAb_VarSel_STRK" 4 0.499109929502741 2.66661068853014 0.442636158397866 0.791012073425571
"205" 1500 "./RelAb_VarSel_STRK" 5 0.540845070422535 2.2871302770216 0.654698029548974 0.780645772919575
"206" 1500 "./RelAb_VarSel_STRK" 6 0.469519410619537 2.60920819425576 0.260902271123412 0.853506915426508
"207" 1500 "./RelAb_VarSel_STRK" 7 0.420620272725841 3.13283461683418 0.512832115684534 0.903719053522789
"208" 1500 "./RelAb_VarSel_STRK" 8 0.493206951041501 2.52713818397548 0.26935800481153 0.750738276370644
"209" 1500 "./RelAb_VarSel_STRK" 9 0.492640599232465 3.27124349660624 0.381921904439138 0.805155699320727
"210" 1500 "./RelAb_VarSel_STRK" 10 0.392262125138837 2.9743735126471 0.0437806010860769 0.829401502486542
"211" 1500 "./RelAb_VarSel_STRK" 11 0.484766752337616 2.47898329344596 0.558235483924356 0.826495162608997
"212" 1500 "./RelAb_VarSel_STRK" 12 0.459145378197273 2.73575867043248 0.240692388755618 0.813664342068798
"213" 1500 "./RelAb_VarSel_STRK" 13 0.446002805049088 2.56283830535893 0.353465005915936 0.82176812254635
"214" 1500 "./RelAb_VarSel_STRK" 14 0.476349737219302 3.17871555204368 0.30131938572254 0.804051889679185
"215" 1500 "./RelAb_VarSel_STRK" 15 0.465693886282938 2.75775458505876 0.31336612622556 0.781198843753205
"216" 1500 "./RelAb_VarSel_STRK" 16 0.393251588849375 2.62490973127486 0.315497933930863 0.834459674173998
"217" 1500 "./RelAb_VarSel_STRK" 17 0.409876238768244 2.55259393873286 0.321012851407048 0.876876897308503
"218" 1500 "./RelAb_VarSel_STRK" 18 0.478973277074543 2.63114866192463 0.521166455688579 0.823779689386533
"219" 1500 "./RelAb_VarSel_STRK" 19 0.368139574310682 2.65684714568479 0.324724358118175 0.886603689028666
"220" 1500 "./RelAb_VarSel_STRK" 20 0.356691729323308 2.99885324127946 0.0497971713156625 0.80989189021194
"221" 1500 "./RelAb_VarSel_STRK" 21 0.503768974453906 2.66378028383622 0.0471073376540477 0.759866789831883
"222" 1500 "./RelAb_VarSel_STRK" 22 0.4525823618075 2.7809830147741 -0.00864657376059731 0.767174884746442
"223" 1500 "./RelAb_VarSel_STRK" 23 0.480312563820605 2.91124958834817 0.396911717443408 0.813533147794471
"224" 1500 "./RelAb_VarSel_STRK" 24 0.436992481203007 2.38813410305302 0.34624844018695 0.779308715089474
"225" 1500 "./RelAb_VarSel_STRK" 25 0.427031838203616 2.45870167459478 0.270819828141181 0.771467646788491
"226" 1500 "./RelAb_VarSel_STRK" 26 0.445372233400402 2.54833944606775 0.410620966614183 0.803215785711743
"227" 1500 "./RelAb_VarSel_STRK" 27 0.481453082679632 2.80963410097936 0.324368897709929 0.791338117975046
"228" 1500 "./RelAb_VarSel_STRK" 28 0.389976441801446 2.68355341679714 -0.00559101747633946 0.777169322385993
"229" 1500 "./RelAb_VarSel_STRK" 29 0.457355768678428 2.38675640214912 0.266098434578149 0.755536336598016
"230" 1500 "./RelAb_VarSel_STRK" 30 0.445155125379529 2.42802797994089 0.243369225822807 0.815353404523605
"231" 1500 "./RelAb_VarSel_STRK" 31 0.374972039472152 3.27814043813848 0.187913323712324 0.820319793446736
"232" 1500 "./RelAb_VarSel_STRK" 32 0.540688168529758 2.86268178274711 -0.0307106119635604 0.780161647532701
"233" 1500 "./RelAb_VarSel_STRK" 33 0.40656258187815 2.5279007377363 0.252517251492738 0.823348182242751
"234" 1500 "./RelAb_VarSel_STRK" 34 0.43005101490375 2.92613494357623 0.355523465490506 0.874567210382433
"235" 1500 "./RelAb_VarSel_STRK" 35 0.44356765254381 2.6630870918248 0.256077715366722 0.820441739845992
"236" 1500 "./RelAb_VarSel_STRK" 36 0.4598739269146 2.78879378927107 0.358810736526168 0.828132511728606
"237" 1500 "./RelAb_VarSel_STRK" 37 0.443916141042323 2.6440162788542 0.415924109716993 0.813007505871241
"238" 1500 "./RelAb_VarSel_STRK" 38 0.367701863354037 2.74092098609583 0.402094404212277 0.903667303665404
"239" 1500 "./RelAb_VarSel_STRK" 39 0.425720142410184 2.61102084835407 0.478930267723468 0.852661524799552
"240" 1500 "./RelAb_VarSel_STRK" 40 0.440731778740194 2.61280145391549 0.370746822089798 0.850710428499258
"241" 1500 "./RelAb_VarSel_STRK" 41 0.575448079658606 2.33561471765267 0.279805549822802 0.843756145259034
