"","Label","Name","Country","Region","LonDD","LatDD","CalYrBP","Pollen_sum","Pollen_sum.2","Cerealia.t","CalYrBP.2"
"707","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8166/--",1242,2030.25,0,"8166"
"708","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8435/--",1352,2188.75,0,"8435"
"709","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8593/--",1372,1964,0,"8593"
"710","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8812/--",1607,2392.75,0,"8812"
"711","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/9087/--",1831,2861.75,0,"9087"
"712","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/-6/--",2435,4528,40,"-6"
"713","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/527/--",1452,2757.5,20,"527"
"714","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/594/--",2135,3966.5,36,"594"
"715","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/646/--",1833,3258,28,"646"
"716","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/702/--",1575,2738.75,12,"702"
"717","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/773/--",1282,2236.25,12,"773"
"718","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/945/--",1287,2216.5,8,"945"
"719","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1133/--",1285,2290.25,4,"1133"
"720","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1275/--",1132,2026.75,0,"1275"
"721","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1525/--",1167,1968.25,0,"1525"
"722","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1730/--",1375,2333.5,4,"1730"
"723","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1900/--",1524,2607.5,0,"1900"
"724","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2045/--",1282,2043.25,4,"2045"
"725","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2132/--",1609,2683.5,8,"2132"
"726","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2243/--",1518,2593.5,4,"2243"
"727","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2370/--",1757,3040.75,8,"2370"
"728","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2483/--",1578,2654,20,"2483"
"729","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2596/--",1539,2557.75,4,"2596"
"730","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2737/--",1420,2363.25,4,"2737"
"731","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2885/--",1685,2859,0,"2885"
"732","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3048/--",1539,2575.5,0,"3048"
"733","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3204/--",2126,3225,0,"3204"
"734","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3390/--",1512,2435,0,"3390"
"735","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3587/--",1494,2389,0,"3587"
"736","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3774/--",1680,2614.5,0,"3774"
"737","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3937/--",1555,2434.25,4,"3937"
"738","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4116/--",1489,2345.75,0,"4116"
"739","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4323/--",1325,2082,0,"4323"
"740","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4542/--",1675,2564.5,4,"4542"
"741","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4752/--",1451,2303,0,"4752"
"742","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4877/--",1555,2475.5,0,"4877"
"743","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5053/--",1554,2374.25,0,"5053"
"744","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5243/--",1566,2485.5,4,"5243"
"745","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5403/--",1538,2587.25,4,"5403"
"746","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5594/--",1374,2139.75,0,"5594"
"747","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5826/--",1334,2114.5,0,"5826"
"748","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6047/--",1283,2147.5,0,"6047"
"749","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6279/--",1254,2103,0,"6279"
"750","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6531/--",1243,2170.25,0,"6531"
"751","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6772/--",1319,2294.5,0,"6772"
"752","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6992/--",1264,2051.75,0,"6992"
"753","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7229/--",1263,2145,0,"7229"
"754","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7563/--",1347,2254.5,0,"7563"
"755","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7832/--",1317,2124,0,"7832"
"756","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8069/--",1227,2122.5,0,"8069"
"757","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8344/--",1482,2358.75,0,"8344"
"758","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8592/--",1360,1947.5,0,"8592"
"759","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8760/--",1529,2362,0,"8760"
"760","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/9055/--",1739,2668,0,"9055"
"761","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/9403/--",1943,2824,0,"9403"
"762","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/67/--",2841,5417.25,40,"67"
"763","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/551/--",1484,2757.25,4,"551"
"764","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/612/--",1943,3545,40,"612"
"765","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/674/--",1642,2878.5,8,"674"
"766","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/730/--",1427,2527.75,24,"730"
"767","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/820/--",1329,2253.75,4,"820"
"768","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/992/--",1213,2101.5,4,"992"
"769","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1148/--",1309,2369,0,"1148"
"770","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1258/--",1167,2117.75,0,"1258"
"771","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1475/--",1115,1910.5,0,"1475"
"772","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1712/--",1385,2324.25,0,"1712"
"773","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1884/--",1397,2352.25,0,"1884"
"774","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2036/--",1363,2197.5,12,"2036"
"775","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2123/--",1506,2424,4,"2123"
"776","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2202/--",1524,2640.75,12,"2202"
"777","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2298/--",1347,2254,4,"2298"
"778","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2421/--",1666,2812.5,4,"2421"
"779","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2538/--",1420,2284,4,"2538"
"780","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2653/--",1713,2964.25,4,"2653"
"781","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2793/--",1389,2239.25,0,"2793"
"782","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2947/--",1553,2573.75,0,"2947"
"783","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3116/--",1530,2430.5,4,"3116"
"784","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3295/--",1676,2685.5,0,"3295"
"785","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3490/--",1419,2292.5,0,"3490"
"786","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3682/--",1768,2827,0,"3682"
"787","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3866/--",1485,2330.75,4,"3866"
"788","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4043/--",1613,2564.25,0,"4043"
"789","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4240/--",1450,2277.75,0,"4240"
"790","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4455/--",1522,2403.75,0,"4455"
"791","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4629/--",1632,2587,0,"4629"
"792","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4835/--",1710,2635.5,0,"4835"
"793","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5035/--",1350,2172,0,"5035"
"794","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5224/--",1597,2571.25,0,"5224"
"795","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5385/--",1527,2496.25,0,"5385"
"796","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5570/--",1502,2331.5,0,"5570"
"797","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5804/--",1418,2299.75,0,"5804"
"798","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5958/--",1313,2090.5,0,"5958"
"799","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6184/--",1255,2099.75,0,"6184"
"800","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6428/--",1222,2090.75,0,"6428"
"801","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6679/--",1226,2044.75,0,"6679"
"802","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6942/--",1223,2101.75,0,"6942"
"803","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7206/--",1292,2230,0,"7206"
"804","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7467/--",1345,2076.75,0,"7467"
"805","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7732/--",1356,2199.75,0,"7732"
"806","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7974/--",1307,2131.75,0,"7974"
"807","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8192/--",1313,2041,0,"8192"
"808","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8491/--",1455,2269.5,0,"8491"
"809","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8593/--",1319,1927.75,0,"8593"
"810","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8836/--",1536,2391.75,0,"8836"
"811","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/9153/--",1796,2837.5,0,"9153"
"812","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/-30/--",1802,3218.75,16,"-30"
"813","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/89/--",2871,5393.75,16,"89"
"814","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/142/--",3039,5782,56,"142"
"815","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/185/--",2962,5657.25,16,"185"
"816","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/257/--",2524,4835,4,"257"
"817","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/319/--",2552,4909.75,28,"319"
"818","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/381/--",1895,3691.25,24,"381"
"819","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/394/--",1884,3592.75,12,"394"
"820","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/431/--",1662,3206,16,"431"
"821","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/456/--",1715,3212.25,8,"456"
"822","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/486/--",1524,2863,4,"486"
"823","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/539/--",1705,3136.5,12,"539"
"824","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/601/--",1991,3712.5,52,"601"
"825","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/657/--",1961,3468,12,"657"
"826","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/713/--",1476,2534.5,12,"713"
"827","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/788/--",1271,2190.5,4,"788"
"828","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/929/--",1262,2146.75,0,"929"
"829","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1039/--",1208,2066.25,0,"1039"
"830","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1195/--",1224,2166.75,0,"1195"
"831","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1400/--",1087,1857.75,0,"1400"
"832","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1642/--",1316,2217.75,24,"1642"
"833","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1817/--",1401,2282.75,4,"1817"
"834","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/1975/--",1567,2587.5,4,"1975"
"835","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2089/--",1451,2304.25,0,"2089"
"836","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2184/--",1599,2737.5,8,"2184"
"837","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2286/--",1430,2450.75,12,"2286"
"838","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2395/--",1664,2869.5,16,"2395"
"839","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2505/--",1605,2650.75,8,"2505"
"840","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2610/--",1700,2863,8,"2610"
"841","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2750/--",1307,2101.25,4,"2750"
"842","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/2900/--",1585,2678.25,0,"2900"
"843","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3065/--",1490,2462,0,"3065"
"844","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3223/--",1998,3168.75,8,"3223"
"845","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3410/--",1396,2281.75,4,"3410"
"846","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3626/--",1531,2391.25,0,"3626"
"847","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3811/--",1446,2329,0,"3811"
"848","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/3972/--",1623,2509.75,12,"3972"
"849","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4156/--",1479,2308,0,"4156"
"850","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4367/--",1362,2142.25,0,"4367"
"851","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4586/--",1528,2428,0,"4586"
"852","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4793/--",1634,2493,0,"4793"
"853","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/4978/--",1354,2119.5,4,"4978"
"854","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5167/--",1426,2223.75,0,"5167"
"855","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5350/--",1541,2492,4,"5350"
"856","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5526/--",1354,2132,0,"5526"
"857","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5758/--",1306,2075.75,0,"5758"
"858","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/5980/--",1284,2199.75,0,"5980"
"859","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6207/--",1238,2039.5,0,"6207"
"860","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6453/--",1186,1991.75,0,"6453"
"861","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6726/--",1245,2146.5,0,"6726"
"862","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/6918/--",1260,2204.25,0,"6918"
"863","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7184/--",1263,2218.5,0,"7184"
"864","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7491/--",1323,2051.25,0,"7491"
"865","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/7809/--",1331,2204.5,0,"7809"
"866","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8045/--",1260,2166,0,"8045"
"867","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8314/--",1389,2173.5,0,"8314"
"868","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8592/--",1226,1719.25,0,"8592"
"869","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8705/--",1336,2099.75,0,"8705"
"870","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/8928/--",1500,2287.5,0,"8928"
"871","BELAU","Lake Belau","Germany","Tb",10.25111,54.09854,"--/9261/--",2041,3024.5,0,"9261"
"872","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/104/--",823,1267.25,8,"104"
"873","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/179/--",926,1454.5,12,"179"
"874","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/253/--",991,1610,8,"253"
"875","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/327/--",1233,2005.5,20,"327"
"876","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/402/--",1033,1651.25,12,"402"
"877","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/550/--",922,1490.75,0,"550"
"878","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/763/--",1053,1685.25,8,"763"
"879","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/975/--",949,1504.25,4,"975"
"880","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/1187/--",1451,2450.5,20,"1187"
"881","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/1905/--",1226,2060.5,0,"1905"
"882","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/4226/--",1048,1792.25,0,"4226"
"883","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/6547/--",855,1439.25,0,"6547"
"884","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/7475/--",790,1247,0,"7475"
"885","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/8113/--",950,1450.75,0,"8113"
"886","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/8718/--",974,1648,0,"8718"
"887","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/9287/--",946,1499.75,0,"9287"
"888","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/9892/--",900,1440.75,0,"9892"
"889","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/10256/--",757,1282.25,12,"10256"
"890","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/10498/--",1152,2052.75,8,"10498"
"891","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/11103/--",480,891.75,12,"11103"
"892","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/11708/--",670,1100,16,"11708"
"893","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/12314/--",383,676,4,"12314"
"894","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/12919/--",680,1138,0,"12919"
"895","BELIY","Beliya Kanton","Bulgaria","Tg",24.139665,41.734405,"--/13524/--",931,1474.25,8,"13524"
"896","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/-40/--",514,941.75,56,"-40"
"897","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/-13/--",507,1027.5,116,"-13"
"898","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/31/--",518,1084,168,"31"
"899","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/75/--",529,1014.5,56,"75"
"900","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/119/--",422,837.25,60,"119"
"901","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/163/--",556,1037,24,"163"
"902","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/380/--",557,1037.5,12,"380"
"903","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/769/--",548,1048,8,"769"
"904","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/1158/--",536,956.5,0,"1158"
"905","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/1400/--",525,971.25,8,"1400"
"906","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/1494/--",484,878,12,"1494"
"907","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/1638/--",507,875.25,16,"1638"
"908","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/1833/--",544,990.5,4,"1833"
"909","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2028/--",511,944,24,"2028"
"910","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2223/--",485,954.25,20,"2223"
"911","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2419/--",487,951.5,20,"2419"
"912","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2547/--",530,1050.25,24,"2547"
"913","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2609/--",588,1136.25,0,"2609"
"914","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2671/--",514,995,20,"2671"
"915","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2732/--",503,983.5,8,"2732"
"916","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2794/--",512,961,8,"2794"
"917","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/2943/--",510,961.5,8,"2943"
"918","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/3178/--",505,953.25,0,"3178"
"919","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/3413/--",502,992.75,0,"3413"
"920","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/3649/--",503,974.5,0,"3649"
"921","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/3884/--",524,971.5,8,"3884"
"922","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/4027/--",500,925,16,"4027"
"923","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/4076/--",481,892.25,0,"4076"
"924","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/4126/--",548,1012.75,0,"4126"
"925","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/4176/--",329,592,0,"4176"
"926","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/4226/--",526,976.25,0,"4226"
"927","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/4444/--",518,1015.75,8,"4444"
"928","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/4832/--",457,821,0,"4832"
"929","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/5220/--",455,859,4,"5220"
"930","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/5607/--",526,965.75,0,"5607"
"931","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/5920/--",468,876.75,0,"5920"
"932","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/6158/--",554,928.75,0,"6158"
"933","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/6396/--",516,832.5,0,"6396"
"934","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/6634/--",513,857.25,0,"6634"
"935","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/6872/--",540,825,0,"6872"
"936","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/7110/--",529,871.25,4,"7110"
"937","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/7324/--",561,955.5,4,"7324"
"938","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/7562/--",526,861.5,0,"7562"
"939","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/7801/--",524,809.5,4,"7801"
"940","BERE","Berezovskoye","Russia","Tc",38.5838,53.66192,"--/8039/--",516,834.75,4,"8039"
"941","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/-59/--",614,1166,16,"-59"
"942","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/-27/--",726,1385,12,"-27"
"943","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/7/--",614,1144.5,20,"7"
"944","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/41/--",762,1453.5,36,"41"
"945","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/76/--",841,1548.5,40,"76"
"946","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/111/--",788,1491.5,44,"111"
"947","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/146/--",1035,1966.5,52,"146"
"948","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/181/--",882,1715.25,32,"181"
"949","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/217/--",748,1464,68,"217"
"950","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/253/--",574,1152,52,"253"
"951","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/290/--",527,1035,48,"290"
"952","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/328/--",518,1007.75,36,"328"
"953","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/366/--",582,1084.5,12,"366"
"954","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/405/--",650,1251.5,24,"405"
"955","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/441/--",656,1222.75,28,"441"
"956","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/474/--",779,1400,4,"474"
"957","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/516/--",879,1567.5,24,"516"
"958","BURGA","Burgaschisee","Switzerland","Tb",7.67,47.17,"--/558/--",955,1705,32,"558"
