"","Label","Name","Country","Region","LonDD","LatDD","CalYrBP","Pollen_sum","Pollen_sum.2","Abies","Juglans","Fagus","Castanea","CalYrBP.2"
"1191","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/12624/--",483,925.5,0,0,0,0,"12624"
"1192","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/12810/--",1276,2459.75,0,0,0,0,"12810"
"1193","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/12996/--",585,1133.25,0,0,0,0,"12996"
"1194","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/1315/--",518,949.25,0,0,253,0,"1315"
"1195","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/13182/--",650,1310.5,0,0,0,0,"13182"
"1196","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/13368/--",1035,2072.25,1,0,0,0,"13368"
"1197","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/13553/--",500,997.75,0,0,0,0,"13553"
"1198","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/13739/--",820,1665.5,0,0,0,0,"13739"
"1199","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/13925/--",1993,3953,0,0,0,0,"13925"
"1200","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/1467/--",421,800.75,0,0,210,0,"1467"
"1201","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/1620/--",554,1001.25,1,0,244,0,"1620"
"1202","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/1772/--",853,1433.75,1,0,276,0,"1772"
"1203","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/1962/--",890,1563.5,1,0,296,0,"1962"
"1204","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2076/--",715,1312,5,0,391,0,"2076"
"1205","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2228/--",544,1015.25,0,0,331,0,"2228"
"1206","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2330/--",666,1233.75,6,0,389,0,"2330"
"1207","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2402/--",622,1132.5,6,0,371,0,"2402"
"1208","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2474/--",678,1270.75,2,0,441,0,"2474"
"1209","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/251/--",1053,1886.25,1,2,199,4,"251"
"1210","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2547/--",1057,1926.5,6,0,628,0,"2547"
"1211","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2619/--",533,987.25,2,0,360,0,"2619"
"1212","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2691/--",638,1184,8,0,390,0,"2691"
"1213","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2764/--",754,1355,3,0,346,0,"2764"
"1214","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2836/--",603,1111.5,2,0,314,0,"2836"
"1215","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2908/--",604,1126.5,1,0,349,0,"2908"
"1216","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/2939/--",557,991.25,1,0,296,0,"2939"
"1217","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3002/--",991,1751.75,3,0,519,0,"3002"
"1218","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3064/--",1007,1847.25,4,0,572,0,"3064"
"1219","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3126/--",612,1123.5,8,0,385,0,"3126"
"1220","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3189/--",598,1071,1,0,310,0,"3189"
"1221","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3251/--",607,1089,8,0,343,0,"3251"
"1222","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3314/--",824,1499,1,0,485,0,"3314"
"1223","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3376/--",940,1704,1,0,517,0,"3376"
"1224","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3438/--",829,1457.25,0,0,446,0,"3438"
"1225","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3501/--",1044,1882,3,0,585,0,"3501"
"1226","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3563/--",672,1210.5,1,0,318,0,"3563"
"1227","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3625/--",796,1483.5,3,0,475,0,"3625"
"1228","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3688/--",678,1239.75,3,0,361,0,"3688"
"1229","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3719/--",1419,2491,3,0,709,0,"3719"
"1230","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3781/--",608,1118.75,1,1,355,0,"3781"
"1231","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3844/--",628,1130.75,1,0,306,0,"3844"
"1232","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3906/--",404,705.75,0,0,109,0,"3906"
"1233","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/3968/--",783,1333.5,1,0,257,0,"3968"
"1234","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/403/--",483,847.25,0,2,86,4,"403"
"1235","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4043/--",647,1126,1,0,219,0,"4043"
"1236","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4125/--",1980,3535.5,4,0,605,0,"4125"
"1237","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4207/--",777,1388.25,1,0,206,0,"4207"
"1238","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4289/--",587,1058.5,0,0,120,0,"4289"
"1239","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4371/--",436,752,0,0,79,0,"4371"
"1240","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4452/--",811,1412.25,1,0,122,0,"4452"
"1241","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4534/--",663,1190.25,1,0,178,0,"4534"
"1242","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4616/--",478,770.25,1,0,54,0,"4616"
"1243","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4657/--",611,974.5,0,0,51,0,"4657"
"1244","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4712/--",524,853.25,0,0,29,0,"4712"
"1245","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4766/--",844,1426.25,1,0,18,0,"4766"
"1246","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4820/--",938,1530.5,1,0,11,0,"4820"
"1247","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4874/--",792,1243.5,1,0,6,0,"4874"
"1248","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4928/--",955,1585.5,2,0,11,0,"4928"
"1249","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/4981/--",1696,3150.75,5,0,22,0,"4981"
"1250","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5033/--",820,1495.5,1,0,6,0,"5033"
"1251","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5084/--",866,1365.25,1,0,5,0,"5084"
"1252","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5134/--",635,1012.75,1,0,5,0,"5134"
"1253","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5184/--",574,926,0,0,6,0,"5184"
"1254","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5234/--",916,1491.5,1,0,3,0,"5234"
"1255","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5285/--",837,1294.5,0,0,2,0,"5285"
"1256","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5310/--",795,1236.75,0,0,1,0,"5310"
"1257","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5360/--",1532,2158.25,0,0,13,0,"5360"
"1258","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5410/--",1837,2890.25,1,0,16,0,"5410"
"1259","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5461/--",1296,2021.25,0,0,14,0,"5461"
"1260","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5511/--",1107,1771.5,0,0,7,0,"5511"
"1261","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/555/--",1156,2109.25,2,1,281,1,"555"
"1262","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5561/--",1826,3069.25,1,0,4,0,"5561"
"1263","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5664/--",764,1186.75,0,0,1,0,"5664"
"1264","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5798/--",1248,1827,0,0,3,0,"5798"
"1265","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/5932/--",2225,3462.25,1,0,7,0,"5932"
"1266","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/6066/--",1676,2490.25,0,0,3,0,"6066"
"1267","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/6201/--",1889,2869.25,0,0,1,0,"6201"
"1268","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/6335/--",2297,3435.25,0,0,1,0,"6335"
"1269","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/6469/--",2444,3371.5,0,0,0,0,"6469"
"1270","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/6536/--",2640,3713.5,0,0,0,0,"6536"
"1271","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/707/--",752,1377.75,1,2,172,3,"707"
"1272","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/859/--",487,877,0,0,157,1,"859"
"1273","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/99/--",1092,2031.25,0,3,301,5,"99"
"1274","CHAMP","Champ Gazon","France","Tb",4.048611,47.203333,"--/9931/--",1719,2811.75,0,0,0,0,"9931"
"1275","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1017/--",90,135.75,0,0,0,0,"1017"
"1276","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/10237/--",105,173.25,0,0,0,0,"10237"
"1277","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/10372/--",57,99,0,0,0,0,"10372"
"1278","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/10458/--",100,173.75,0,0,0,0,"10458"
"1279","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/10569/--",104,211.75,0,0,0,0,"10569"
"1280","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/10667/--",24,59.25,0,0,0,0,"10667"
"1281","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/10864/--",76,164,0,0,0,0,"10864"
"1282","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/11061/--",95,186.25,0,0,0,0,"11061"
"1283","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/11257/--",115,305.75,0,0,0,0,"11257"
"1284","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/11454/--",117,228.75,0,0,0,0,"11454"
"1285","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1157/--",95,156.5,0,0,0,0,"1157"
"1286","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1296/--",79,158.5,0,0,0,0,"1296"
"1287","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1435/--",103,156.75,0,0,0,0,"1435"
"1288","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1511/--",108,159.75,0,0,0,0,"1511"
"1289","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1587/--",106,176.75,0,0,0,0,"1587"
"1290","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1664/--",100,156.5,0,0,0,0,"1664"
"1291","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1740/--",97,152.75,0,0,0,0,"1740"
"1292","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1816/--",91,145.25,0,0,0,0,"1816"
"1293","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/182/--",102,201,0,0,0,0,"182"
"1294","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1862/--",110,173.25,0,0,0,0,"1862"
"1295","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1908/--",99,153.25,0,0,0,0,"1908"
"1296","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/1954/--",108,170.25,0,0,0,0,"1954"
"1297","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/2005/--",44,74,0,0,0,0,"2005"
"1298","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/2234/--",104,165.5,0,0,0,0,"2234"
"1299","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/2463/--",101,167,0,0,0,0,"2463"
"1300","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/2692/--",100,172.25,0,0,0,0,"2692"
"1301","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/2921/--",100,167.25,0,0,0,0,"2921"
"1302","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3150/--",97,152.5,0,0,0,0,"3150"
"1303","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/322/--",115,224,0,0,1,0,"322"
"1304","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3379/--",103,165.75,0,0,0,0,"3379"
"1305","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3493/--",110,172.25,0,0,0,0,"3493"
"1306","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3608/--",104,157.75,0,0,0,0,"3608"
"1307","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3722/--",104,156.25,0,0,0,0,"3722"
"1308","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3837/--",100,156.75,0,0,0,0,"3837"
"1309","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3894/--",101,164.5,0,0,0,0,"3894"
"1310","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/3951/--",89,136,0,0,0,0,"3951"
"1311","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/4066/--",107,172.75,0,0,0,0,"4066"
"1312","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/4180/--",98,161,0,0,0,0,"4180"
"1313","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/4399/--",93,130.5,0,0,0,0,"4399"
"1314","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/461/--",97,198.25,0,0,2,0,"461"
"1315","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/4618/--",102,151.5,0,0,0,0,"4618"
"1316","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/4837/--",85,126.5,0,0,0,0,"4837"
"1317","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5056/--",99,150,0,0,0,0,"5056"
"1318","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5275/--",100,147.5,0,0,0,0,"5275"
"1319","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5493/--",105,156.75,0,0,0,0,"5493"
"1320","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5712/--",103,146.75,0,0,0,0,"5712"
"1321","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5761/--",108,170.25,0,0,0,0,"5761"
"1322","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5798/--",109,173,0,0,0,0,"5798"
"1323","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5836/--",85,122,0,0,0,0,"5836"
"1324","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5873/--",70,116.75,0,0,0,0,"5873"
"1325","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5910/--",61,103.25,0,0,0,0,"5910"
"1326","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5929/--",106,162.5,0,0,0,0,"5929"
"1327","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5948/--",110,167.5,0,0,0,0,"5948"
"1328","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5966/--",93,132,0,0,0,0,"5966"
"1329","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/5985/--",103,146.75,0,0,0,0,"5985"
"1330","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/600/--",107,220.75,0,0,0,0,"600"
"1331","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6050/--",99,150.75,0,0,0,0,"6050"
"1332","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6115/--",114,181.5,0,0,0,0,"6115"
"1333","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6180/--",106,157.25,0,0,0,0,"6180"
"1334","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6244/--",104,148.75,0,0,0,0,"6244"
"1335","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6374/--",97,135.5,0,0,0,0,"6374"
"1336","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6504/--",109,164.75,0,0,0,0,"6504"
"1337","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6634/--",121,189.5,0,0,0,0,"6634"
"1338","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/6893/--",110,166.75,0,0,0,0,"6893"
"1339","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/7153/--",89,133,0,0,0,0,"7153"
"1340","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/7378/--",97,141.5,0,0,0,0,"7378"
"1341","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/739/--",103,169.5,0,0,0,0,"739"
"1342","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/7579/--",63,94.5,0,0,0,0,"7579"
"1343","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/7781/--",66,93.75,0,0,0,0,"7781"
"1344","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/7982/--",110,180.25,0,0,0,0,"7982"
"1345","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/8183/--",109,163.25,0,0,0,0,"8183"
"1346","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/8384/--",93,127.5,0,0,0,0,"8384"
"1347","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/8585/--",115,179,0,0,0,0,"8585"
"1348","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/878/--",77,148.75,0,0,0,0,"878"
"1349","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/8786/--",95,139,0,0,0,0,"8786"
"1350","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/9000/--",102,140.25,0,0,0,0,"9000"
"1351","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/9189/--",99,146.25,0,0,0,0,"9189"
"1352","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/9425/--",98,155.5,0,0,0,0,"9425"
"1353","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/9696/--",104,155.5,0,0,0,0,"9696"
"1354","CLARA","Clara Bog","Ireland","Ta",-7.63,53.32,"--/9966/--",108,153.75,0,0,0,0,"9966"
"1355","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/-14/--",434,722,0,0,20,0,"-14"
"1356","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/-32/--",445,717,1,0,17,0,"-32"
"1357","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10004/--",413,604,0,0,0,0,"10004"
"1358","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10023/--",407,586,0,0,0,0,"10023"
"1359","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10043/--",436,626,0,0,0,0,"10043"
"1360","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10063/--",411,574.5,0,0,0,0,"10063"
"1361","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10082/--",417,584.5,0,0,0,0,"10082"
"1362","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10102/--",411,575.25,0,0,0,0,"10102"
"1363","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10122/--",418,587.75,0,0,0,0,"10122"
"1364","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10141/--",410,565,0,0,0,0,"10141"
"1365","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10161/--",411,560.25,0,0,0,0,"10161"
"1366","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10181/--",414,588.75,0,0,0,0,"10181"
"1367","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10200/--",413,566.5,0,0,0,0,"10200"
"1368","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10220/--",425,579.25,0,0,0,0,"10220"
"1369","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10240/--",412,569,0,0,0,0,"10240"
"1370","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10259/--",420,609,0,0,0,0,"10259"
"1371","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10279/--",412,591,0,0,0,0,"10279"
"1372","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10298/--",411,573,0,0,0,0,"10298"
"1373","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10318/--",411,568.5,0,0,0,0,"10318"
"1374","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10338/--",427,602.75,0,0,0,0,"10338"
"1375","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10357/--",423,576,0,0,0,0,"10357"
"1376","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10377/--",399,536.25,0,0,0,0,"10377"
"1377","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10397/--",414,550.5,0,0,0,0,"10397"
"1378","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/10416/--",417,551.5,0,0,0,0,"10416"
"1379","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/109/--",451,801,1,0,9,0,"109"
"1380","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/126/--",458,838.25,1,0,7,0,"126"
"1381","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/144/--",501,815.25,2,0,3,0,"144"
"1382","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/162/--",510,855.75,0,0,2,0,"162"
"1383","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/179/--",541,881.75,0,0,0,0,"179"
"1384","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/197/--",505,809.25,0,0,2,0,"197"
"1385","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/21/--",452,768.75,0,0,18,0,"21"
"1386","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/214/--",508,830,0,0,0,0,"214"
"1387","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/232/--",529,839.5,0,0,0,0,"232"
"1388","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/249/--",523,890.75,0,0,1,0,"249"
"1389","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/267/--",540,916.25,0,0,1,0,"267"
"1390","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/285/--",540,900.25,0,1,1,0,"285"
"1391","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/3/--",443,729.5,1,0,13,0,"3"
"1392","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/302/--",515,856.75,0,0,0,0,"302"
"1393","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/320/--",509,874.25,0,0,1,0,"320"
"1394","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/337/--",540,885.25,0,0,2,0,"337"
"1395","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/355/--",493,808.25,0,0,1,0,"355"
"1396","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/373/--",469,720.75,0,0,0,0,"373"
"1397","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/38/--",472,792.5,0,0,24,0,"38"
"1398","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/390/--",514,803,0,0,1,0,"390"
"1399","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/408/--",494,779.25,0,0,0,0,"408"
"1400","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/425/--",495,818.25,0,0,0,0,"425"
"1401","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/443/--",474,733.25,0,0,1,0,"443"
"1402","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/460/--",486,776,0,0,0,0,"460"
"1403","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/478/--",472,770.25,0,0,0,0,"478"
"1404","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/496/--",486,790.25,0,0,0,0,"496"
"1405","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/513/--",487,768.75,0,0,0,0,"513"
"1406","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/531/--",486,735.5,0,0,1,0,"531"
"1407","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/548/--",503,796.25,0,0,0,0,"548"
"1408","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/56/--",446,740.75,1,0,18,0,"56"
"1409","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/566/--",526,800.75,0,0,0,0,"566"
"1410","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/5696/--",521,881,0,0,0,0,"5696"
"1411","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/5734/--",500,861.5,0,0,0,0,"5734"
"1412","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/5772/--",521,883.75,0,0,0,0,"5772"
"1413","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/5810/--",551,937.75,0,0,1,0,"5810"
"1414","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/583/--",493,788.25,0,0,0,0,"583"
"1415","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/5848/--",497,833.5,0,0,0,0,"5848"
"1416","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/5886/--",507,899,0,0,0,0,"5886"
"1417","CRANE","Cranes moor","United Kingdom","Ta",-1.73,50.83,"--/5925/--",532,892,0,0,0,0,"5925"
