"","Label","Name","Country","Region","LonDD","LatDD","CalYrBP","Pollen_sum","Pollen_sum.2","Abies","Juglans","Fagus","Castanea","CalYrBP.2"
"1950","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8303/8120/7985",1012,1454.75,0,0,0,0,"8120"
"1951","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8304/8110/7968",1023,1521,0,0,0,0,"8110"
"1952","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8305/8100/7953",1042,1534.25,0,0,0,0,"8100"
"1953","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8310/8179/8056",1020,1450.5,0,0,0,0,"8179"
"1954","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8327/8199/8073",944,1342,0,0,0,0,"8199"
"1955","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8350/8219/8087",1076,1549.75,0,0,0,0,"8219"
"1956","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8382/8239/8099",1028,1452.25,0,0,0,0,"8239"
"1957","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8408/8258/8061",1083,1545,0,0,0,0,"8258"
"1958","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8441/8278/8056",1174,1656.5,0,0,0,0,"8278"
"1959","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8479/8298/8056",1044,1460.25,0,0,0,0,"8298"
"1960","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8574/8408/8233",1014,1443.75,0,0,0,0,"8408"
"1961","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8679/8518/8340",1071,1501.5,0,0,0,0,"8518"
"1962","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8811/8628/8438",1044,1476.75,0,0,0,0,"8628"
"1963","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"8948/8737/8513",1188,1693.5,0,0,0,0,"8737"
"1964","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9092/8847/8575",1063,1518.5,0,0,0,0,"8847"
"1965","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9236/8957/8630",1027,1445.75,0,0,0,0,"8957"
"1966","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9384/9067/8686",1132,1580.75,0,0,0,0,"9067"
"1967","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9410/9220/9010",1043,1413.25,0,0,0,0,"9220"
"1968","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9411/9225/9024",1297,1776.5,0,0,0,0,"9225"
"1969","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9415/9214/8989",1049,1426.75,0,0,0,0,"9214"
"1970","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9420/9209/8959",1328,1842.25,0,0,0,0,"9209"
"1971","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9420/9230/9035",1247,1682.5,0,0,0,0,"9230"
"1972","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9431/9204/8926",1071,1509.75,0,0,0,0,"9204"
"1973","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9431/9235/9034",1054,1424,0,0,0,0,"9235"
"1974","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9446/9198/8892",973,1363.25,0,0,0,0,"9198"
"1975","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9452/9241/9027",1040,1405.75,0,0,0,0,"9241"
"1976","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9459/9281/9101",1059,1464,0,0,0,0,"9281"
"1977","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9467/9193/8858",1054,1459.25,0,0,0,0,"9193"
"1978","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9473/9322/9169",1112,1494.25,0,0,0,0,"9322"
"1979","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9488/9188/8821",1424,1962.25,0,0,0,0,"9188"
"1980","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9494/9362/9226",1085,1480.75,0,0,0,0,"9362"
"1981","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9512/9182/8782",1146,1593,0,0,0,0,"9182"
"1982","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9521/9402/9261",1114,1507.25,0,0,0,0,"9402"
"1983","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9536/9177/8741",986,1362.25,0,0,0,0,"9177"
"1984","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9561/9443/9280",1015,1385.75,0,0,0,0,"9443"
"1985","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9611/9483/9300",962,1318,0,0,0,0,"9483"
"1986","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9615/9495/9323",1021,1365.5,0,0,0,0,"9495"
"1987","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9621/9506/9347",1213,1634,0,0,0,0,"9506"
"1988","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9626/9517/9367",1139,1546,0,0,0,0,"9517"
"1989","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9636/9529/9387",1230,1652.25,0,0,0,0,"9529"
"1990","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9647/9540/9408",1052,1420.75,0,0,0,0,"9540"
"1991","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9663/9552/9423",1171,1571,0,0,0,0,"9552"
"1992","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9679/9563/9441",1145,1549.75,0,0,0,0,"9563"
"1993","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9697/9574/9466",1089,1477.5,0,0,0,0,"9574"
"1994","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9717/9586/9482",1068,1442.25,0,0,0,0,"9586"
"1995","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9736/9597/9493",1240,1669.25,0,0,0,0,"9597"
"1996","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9754/9608/9501",1061,1444.75,0,0,0,0,"9608"
"1997","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9774/9620/9508",1093,1465.25,0,0,0,0,"9620"
"1998","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9799/9631/9515",1154,1547.5,0,0,0,0,"9631"
"1999","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9822/9643/9519",1066,1448.75,0,0,0,0,"9643"
"2000","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9847/9654/9522",1066,1420.25,0,0,0,0,"9654"
"2001","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9905/9733/9602",993,1344,0,0,0,0,"9733"
"2002","HOCK","Hockham Mere","United Kingdom","Ta",0.833333,52.5,"9978/9813/9647",1093,1482.5,0,0,0,0,"9813"
"2003","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"10012/9813/9616",1212,1688.25,0,0,0,0,"9813"
"2004","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"102/101/99",1123,2176.25,0,1,149,0,"101"
"2005","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"10225/10017/9818",1008,1366.5,0,0,0,0,"10017"
"2006","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1026/1008/987",1180,2252.75,0,0,413,0,"1008"
"2007","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"10347/10136/9943",1101,1524.75,0,0,0,0,"10136"
"2008","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"10465/10251/10035",1013,1334.5,0,0,0,0,"10251"
"2009","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"10624/10405/10196",1116,1480.5,0,1,0,0,"10405"
"2010","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"10799/10591/10382",1004,1314.25,0,0,0,0,"10591"
"2011","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"10985/10757/10525",1068,1404.75,0,0,0,0,"10757"
"2012","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"11156/10933/10703",1027,1474.25,0,0,0,0,"10933"
"2013","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1151/1128/1106",1114,1916.75,0,0,346,0,"1128"
"2014","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1261/1237/1215",1097,1892.75,0,0,375,0,"1237"
"2015","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"131/129/127",1107,2142.75,0,1,107,0,"129"
"2016","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1366/1339/1314",1283,2274.5,0,0,393,0,"1339"
"2017","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"145/143/141",1044,2045.5,0,4,71,0,"143"
"2018","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1462/1434/1405",1042,1833.25,0,0,279,0,"1434"
"2019","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1546/1515/1484",1119,1817.25,0,1,160,0,"1515"
"2020","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"16/14/12",784,1486,0,0,94,0,"14"
"2021","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1631/1602/1568",1175,1811.5,0,0,123,0,"1602"
"2022","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1719/1686/1653",1349,2208.25,0,0,90,0,"1686"
"2023","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"174/171/167",1250,2456.75,0,2,95,0,"171"
"2024","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1810/1773/1736",1167,2108.25,0,0,118,0,"1773"
"2025","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1891/1853/1819",1242,2273.75,0,0,131,0,"1853"
"2026","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"1956/1920/1881",1088,1958.25,0,0,129,0,"1920"
"2027","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2021/1979/1937",1261,2395,0,0,129,0,"1979"
"2028","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"203/199/196",1172,2310.5,0,4,149,0,"199"
"2029","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2115/2072/2028",1264,2292.75,0,0,124,0,"2072"
"2030","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2209/2163/2119",1190,2133.5,0,0,111,0,"2163"
"2031","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2301/2254/2207",1268,2265,0,0,144,0,"2254"
"2032","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"236/232/229",1226,2446.5,0,1,136,0,"232"
"2033","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2405/2355/2308",1038,1790.75,0,0,125,0,"2355"
"2034","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2497/2449/2402",1149,2051.25,0,0,116,0,"2449"
"2035","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2577/2530/2478",1048,1840,0,0,132,0,"2530"
"2036","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2639/2587/2533",1095,1935.25,0,0,167,0,"2587"
"2037","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2669/2617/2563",1068,1809.5,0,0,179,0,"2617"
"2038","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"2747/2697/2641",1257,2155.75,0,0,520,0,"2697"
"2039","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"280/274/269",1202,2349.75,0,3,147,0,"274"
"2040","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"3109/3045/2986",1086,1947.75,0,0,252,0,"3045"
"2041","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"315/310/304",1169,2334,0,1,142,0,"310"
"2042","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"3425/3353/3287",1096,1668,0,0,65,0,"3353"
"2043","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"357/350/343",1242,2415.5,0,2,192,0,"350"
"2044","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"3633/3561/3490",1066,1678,0,0,60,0,"3561"
"2045","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"4014/3938/3858",1278,1974,0,0,21,0,"3938"
"2046","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"402/394/386",1285,2526.5,0,3,206,0,"394"
"2047","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"4476/4391/4302",1067,1619.5,0,0,9,0,"4391"
"2048","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"448/441/433",1104,2191.5,0,1,184,0,"441"
"2049","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"48/46/44",1130,2174.25,0,1,128,0,"46"
"2050","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"4849/4750/4653",1215,1935.75,0,0,15,0,"4750"
"2051","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"485/475/466",1107,2176,0,3,159,0,"475"
"2052","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"5083/4982/4879",1058,1677.25,0,0,17,0,"4982"
"2053","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"5236/5134/5032",1010,1606.25,0,0,18,0,"5134"
"2054","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"526/517/507",1192,2303.5,0,4,198,0,"517"
"2055","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"5376/5271/5167",1095,1850,0,1,8,0,"5271"
"2056","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"5624/5506/5390",1142,1923.5,0,0,3,0,"5506"
"2057","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"5811/5693/5569",1064,2011,0,0,0,0,"5693"
"2058","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"583/572/560",1063,2067.5,0,1,94,0,"572"
"2059","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6005/5894/5776",1038,1993.5,0,0,0,0,"5894"
"2060","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6156/6032/5914",1084,2152.25,0,0,0,0,"6032"
"2061","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6242/6114/5990",1014,1813.25,0,0,0,0,"6114"
"2062","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"635/623/612",1174,2226,0,4,110,0,"623"
"2063","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6352/6229/6099",1086,1900.5,0,0,1,0,"6229"
"2064","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6463/6334/6198",948,1824,0,0,0,0,"6334"
"2065","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6572/6451/6312",1168,2397.5,0,0,0,0,"6451"
"2066","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6717/6588/6462",1090,2243.75,0,0,0,0,"6588"
"2067","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"687/673/659",1035,1871.5,0,0,162,0,"673"
"2068","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"6887/6754/6614",1102,2159.75,0,0,0,0,"6754"
"2069","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"7156/7007/6866",986,1853.5,0,0,1,0,"7007"
"2070","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"732/718/704",1325,2468.5,0,1,314,0,"718"
"2071","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"7331/7187/7042",1105,2081,0,0,1,0,"7187"
"2072","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"7519/7364/7215",1087,2346.5,0,0,0,0,"7364"
"2073","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"77/75/73",1203,2461,0,0,115,0,"75"
"2074","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"7740/7580/7425",1124,2152,0,0,0,0,"7580"
"2075","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"7947/7786/7627",1202,2134,0,0,0,0,"7786"
"2076","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"796/780/765",1228,2294.25,0,2,237,0,"780"
"2077","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"8128/7974/7817",1123,2006,0,0,1,0,"7974"
"2078","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"8294/8132/7970",992,1790.5,0,0,0,0,"8132"
"2079","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"840/825/810",1261,2348.25,0,1,227,0,"825"
"2080","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"8501/8332/8168",1199,2227.75,0,0,1,0,"8332"
"2081","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"8755/8592/8408",1088,1916.5,0,0,0,0,"8592"
"2082","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"898/881/864",1175,2039.5,0,0,168,0,"881"
"2083","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"8994/8824/8645",1097,1648.75,0,0,0,0,"8824"
"2084","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"9274/9089/8909",1010,1522.75,0,0,0,0,"9089"
"2085","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"9526/9339/9160",1184,1678,0,0,0,0,"9339"
"2086","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"961/943/926",1283,2346.25,0,0,219,0,"943"
"2087","HOLZ","Holzmaar","Germany","Tb",6.87864,50.11919,"9728/9531/9348",1021,1427.75,0,0,0,0,"9531"
"2088","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"10022/9772/9519",503,822.25,0,0,0,0,"9772"
"2089","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"10415/10134/9869",572,855.25,0,0,0,0,"10134"
"2090","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"10790/10492/10215",747,1074.75,0,0,0,0,"10492"
"2091","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"11141/10841/10544",914,1324,0,0,0,0,"10841"
"2092","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"11464/11175/10856",669,1010.25,0,0,0,0,"11175"
"2093","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"11621/11336/11016",1058,1803.25,0,0,0,0,"11336"
"2094","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"11776/11491/11175",1118,1924,0,0,0,0,"11491"
"2095","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"11929/11641/11333",547,952.25,0,0,0,0,"11641"
"2096","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"12073/11787/11485",596,1021,0,0,0,0,"11787"
"2097","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"12205/11927/11631",751,1197.5,0,0,0,0,"11927"
"2098","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"12335/12064/11777",517,868.25,0,0,0,0,"12064"
"2099","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"12589/12328/12053",353,557.5,0,0,0,0,"12328"
"2100","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"12837/12582/12303",811,1315.25,0,0,0,0,"12582"
"2101","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"12944/12682/12405",531,847.5,0,0,0,0,"12682"
"2102","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"13116/12831/12554",713,1225.75,0,0,0,0,"12831"
"2103","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"13174/12880/12599",554,1072,0,0,0,0,"12880"
"2104","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"13264/12954/12665",664,1167.5,0,0,0,0,"12954"
"2105","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"13419/13077/12765",723,1370.25,0,0,0,0,"13077"
"2106","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"13749/13324/12945",898,1655,0,0,0,0,"13324"
"2107","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"14087/13571/13110",780,1470,0,0,0,0,"13571"
"2108","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"5025/3847/2671",155,273.25,1,0,0,0,"3847"
"2109","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"5308/4218/3129",187,331.25,2,0,1,0,"4218"
"2110","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"5591/4588/3587",453,803.25,5,0,1,0,"4588"
"2111","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"6016/5145/4274",174,279,1,0,0,0,"5145"
"2112","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"6443/5701/4960",663,1140,0,0,0,0,"5701"
"2113","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"6730/6072/5417",478,845.75,1,0,1,0,"6072"
"2114","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"6873/6257/5645",266,467.5,3,0,0,0,"6257"
"2115","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"7752/7370/7002",1138,2190.5,0,0,0,0,"7370"
"2116","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"7900/7556/7221",579,1062.75,0,0,0,0,"7556"
"2117","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"8049/7741/7436",466,856.25,0,0,0,0,"7741"
"2118","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"8202/7927/7648",1200,2310.75,0,0,0,0,"7927"
"2119","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"8360/8112/7855",290,526,0,0,0,0,"8112"
"2120","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"8529/8297/8061",657,1242.75,0,0,0,0,"8297"
"2121","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"8895/8668/8466",667,1151.75,0,0,0,0,"8668"
"2122","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"9069/8853/8648",632,1113.25,0,0,0,0,"8853"
"2123","HOZEL","Hozelec","Slovakia","Tf",20.332,49.046414,"9244/9038/8824",703,1300.25,0,0,0,0,"9038"
"2124","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/-31/--",564,880.5,0,0,0,0,"-31"
"2125","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/1227/--",605,1178.5,0,0,0,0,"1227"
"2126","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/1481/--",615,1191.75,0,0,0,0,"1481"
"2127","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/1736/--",584,1203.25,0,0,1,0,"1736"
"2128","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/176/--",318,481.5,0,0,0,0,"176"
"2129","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/2042/--",635,1195,0,0,0,0,"2042"
"2130","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/2245/--",673,1463,0,0,0,0,"2245"
"2131","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/2500/--",585,1167.75,0,0,1,0,"2500"
"2132","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/264/--",98,148.75,0,0,0,0,"264"
"2133","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/2723/--",686,1369.75,0,0,0,0,"2723"
"2134","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/2947/--",596,1287.25,0,0,0,0,"2947"
"2135","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/3170/--",701,1202.5,0,0,0,0,"3170"
"2136","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/3394/--",628,1086.5,0,0,0,0,"3394"
"2137","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/3617/--",555,988.5,0,0,0,0,"3617"
"2138","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/382/--",574,1118,0,0,0,0,"382"
"2139","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/3840/--",666,1313.25,0,0,0,0,"3840"
"2140","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/4064/--",516,1058.25,0,0,0,0,"4064"
"2141","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/4287/--",582,1041,0,0,0,0,"4287"
"2142","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/4510/--",618,1096.5,0,0,0,0,"4510"
"2143","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/4734/--",637,1127,0,0,1,0,"4734"
"2144","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/4957/--",592,1034.75,0,0,0,0,"4957"
"2145","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/5180/--",600,1155.75,0,0,0,0,"5180"
"2146","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/5404/--",540,1049.25,0,0,0,0,"5404"
"2147","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/559/--",584,1129,0,0,0,0,"559"
"2148","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/5627/--",596,1162,0,0,0,0,"5627"
"2149","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/5940/--",558,1116,0,0,0,0,"5940"
"2150","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/6252/--",597,1157.25,0,0,1,0,"6252"
"2151","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/6565/--",567,1080.75,0,0,0,0,"6565"
"2152","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/6878/--",550,1106.75,0,0,0,0,"6878"
"2153","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/706/--",614,1339.75,0,0,0,0,"706"
"2154","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7190/--",560,1195,0,0,0,0,"7190"
"2155","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7503/--",573,1035.75,0,0,0,0,"7503"
"2156","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7529/--",565,1026.5,0,0,0,0,"7529"
"2157","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7555/--",578,1051,0,0,0,0,"7555"
"2158","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7580/--",599,1197.25,0,0,0,0,"7580"
"2159","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7606/--",616,941.75,0,0,0,0,"7606"
"2160","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7632/--",555,778.5,0,0,0,0,"7632"
"2161","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7658/--",195,298.5,0,0,0,0,"7658"
"2162","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7683/--",638,1164.25,0,0,0,0,"7683"
"2163","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7709/--",611,941.5,0,0,0,0,"7709"
"2164","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7735/--",603,1029.75,0,0,0,0,"7735"
"2165","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7761/--",636,1170.75,0,0,0,0,"7761"
"2166","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7786/--",607,985.25,0,0,0,0,"7786"
"2167","KULK","Klukva","Russia","Tc",36.2525,53.834722,"--/7812/--",637,917.75,0,0,0,0,"7812"
